0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  0.000000e+00  0.000000e+00  1.000000e+00  1.000000e+00  
1.110250e-16  -1.601251e-40  4.533023e-29  1.879709e-40  1.018334e-45  -1.347069e-39  -4.533023e-29  0.000000e+00  0.000000e+00  5.405235e-23  2.241390e-34  1.214275e-39  -1.606263e-33  -5.405235e-23  0.000000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  7.451012e-12  7.451012e-12  1.000000e+00  1.000000e+00  
2.220500e-16  -3.202503e-40  9.066046e-29  3.759418e-40  2.036668e-45  -2.694138e-39  -9.066046e-29  0.000000e+00  0.000000e+00  1.081047e-22  4.482781e-34  2.428550e-39  -3.212526e-33  -1.081047e-22  0.000000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  1.490202e-11  1.490202e-11  1.000000e+00  1.000000e+00  
2.220500e-16  -3.202503e-40  9.066046e-29  3.759418e-40  2.036668e-45  -2.694138e-39  -9.066046e-29  0.000000e+00  0.000000e+00  1.081047e-22  4.482781e-34  2.428550e-39  -3.212526e-33  -1.081047e-22  0.000000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  2.500000e+00  1.490202e-11  1.490202e-11  1.000000e+00  1.000000e+00  
1.020408e-02  9.408338e-23  1.374870e-04  6.672833e-05  4.245094e-22  -6.672833e-05  -1.374870e-04  0.000000e+00  0.000000e+00  3.131258e-02  1.719772e-02  1.530551e-19  -1.719772e-02  -3.131258e-02  0.000000e+00  2.501584e+00  2.499068e+00  2.499344e+00  2.499344e+00  2.499068e+00  2.501584e+00  6.194953e+02  6.194953e+02  1.000000e+00  1.000000e+00  
2.040816e-02  -3.959634e-23  5.608825e-04  2.743039e-04  -1.716862e-18  -2.743039e-04  -5.608825e-04  0.000000e+00  0.000000e+00  5.614946e-02  2.865093e-02  -8.322340e-16  -2.865093e-02  -5.614946e-02  0.000000e+00  2.512144e+00  2.493698e+00  2.494080e+00  2.494080e+00  2.493698e+00  2.512144e+00  1.117023e+03  1.117023e+03  1.000000e+00  1.000000e+00  
3.061224e-02  8.007231e-22  1.217951e-03  6.039567e-04  -6.556721e-18  -6.039567e-04  -1.217951e-03  0.000000e+00  0.000000e+00  7.354162e-02  3.701900e-02  1.331270e-15  -3.701900e-02  -7.354162e-02  0.000000e+00  2.533965e+00  2.482659e+00  2.483056e+00  2.483056e+00  2.482659e+00  2.533965e+00  1.510809e+03  1.510809e+03  1.000000e+00  1.000000e+00  
4.081633e-02  1.617751e-23  2.052620e-03  1.022235e-03  5.704660e-18  -1.022235e-03  -2.052620e-03  0.000000e+00  0.000000e+00  8.726676e-02  4.292208e-02  1.659988e-15  -4.292208e-02  -8.726676e-02  0.000000e+00  2.566067e+00  2.466427e+00  2.466788e+00  2.466788e+00  2.466427e+00  2.566067e+00  1.820350e+03  1.820350e+03  1.000000e+00  1.000000e+00  
5.102041e-02  -2.273290e-21  3.007458e-03  1.501603e-03  1.384126e-18  -1.501603e-03  -3.007458e-03  0.000000e+00  0.000000e+00  9.715110e-02  4.874674e-02  -8.564940e-15  -4.874674e-02  -9.715110e-02  0.000000e+00  2.606399e+00  2.446043e+00  2.446376e+00  2.446376e+00  2.446043e+00  2.606399e+00  2.063764e+03  2.063764e+03  1.000000e+00  1.000000e+00  
6.122449e-02  -2.326838e-21  4.040005e-03  2.018011e-03  -7.117553e-18  -2.018011e-03  -4.040005e-03  0.000000e+00  0.000000e+00  1.045503e-01  5.211872e-02  -4.139090e-15  -5.211872e-02  -1.045503e-01  0.000000e+00  2.652806e+00  2.422645e+00  2.422928e+00  2.422928e+00  2.422645e+00  2.652806e+00  2.256120e+03  2.256120e+03  1.000000e+00  1.000000e+00  
